Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
190615;Netphen, Gym Haardtstraߥ;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;1
190639;Wilnsdorf, Gym Hoheroth;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;1
190652;Nordwalde, GE Kardinal-von-Galen;BR Mnster;Kreis Steinfurt;Nordwalde;2
190664;Wassenberg, GE Betty-Reis;BR K��Kreis Heinsberg;Wassenberg;2;
190676;Werdohl, GE Albert-Einstein;BR Arnsberg;M䲫ischen Kreis;Werdohl;3
190688;Aachen, GE Brand;BR K��St䤴eregion Aachen;Aachen;2;
190706;Marienheide, GE Pestalozzistr.;BR K��Oberbergischen Kreis;Marienheide;2;
190718;Brggen, GE Brggen;BR Dsseldorf;Kreis Viersen;Brggen;1
190720;Meerbusch, GE Maria-Montessori;BR Dsseldorf;Rhein-Kreis Neuss;Meerbusch;2
190731;Altena, GG (Verb.) Altena;BR Arnsberg;M䲫ischen Kreis;Altena;3
190743;Havixbeck, GE Anne Frank;BR Mnster;Kreis Coesfeld;Havixbeck;2
190780;Siegburg, GG Adolf-Kolping-Schule;BR K��Rhein-Sieg-Kreis;Siegburg;2;
190809;Paderborn, GE Elsen;BR Detmold;Kreis Paderborn;Paderborn;2
190810;Nottuln, Gym Rupert-Neudeck;BR Mnster;Kreis Coesfeld;Nottuln;1
190846;Bottrop, GE Willy-Brandt;BR Mnster;Stadt Bottrop;Bottrop;3
190860;Bielefeld, GG Labor;BR Detmold;Stadt Bielefeld;Bielefeld;2
190871;Viersen, GE Anne-Frank-Schule;BR Dsseldorf;Kreis Viersen;Viersen;2
190895;Essen, GE Nord;BR Dsseldorf;Stadt Essen;Essen;6
190913;Solingen, GE Friedrich-Albert-Lange;BR Dsseldorf;Stadt Solingen;Solingen;1
190949;Krten, GE Olpener Straߥ;BR K��Rheinisch-Bergischen Kreis;Krten;2;
190974;Bergisch Gladbach, GG Bensberg;BR K��Rheinisch-Bergischen Kreis;Bergisch Gladbach;3;
190986;Lnen, GE K䴨e-Kollwitz;BR Arnsberg;Kreis Unna;Lnen;3
190998;M��engladbach, GE Hardt;BR Dsseldorf;Stadt M��engladbach;M��engladbach;2
191000;Langenfeld, GE Bettine-von-Arnim;BR Dsseldorf;Kreis Mettmann;Langenfeld;2
191012;Remscheid, GE Sophie-Scholl;BR Dsseldorf;Stadt Remscheid;Remscheid;1
191024;Krefeld, GE Kurt-Tucholsky;BR Dsseldorf;Stadt Krefeld;Krefeld;5
191036;Siegen, GE Eiserfeld;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;1
191085;Bren, KG Steinhausen;BR Detmold;Kreis Paderborn;Bren;1
191139;Dinslaken, Gym Gustav-Heinemann;BR Dsseldorf;Kreis Wesel;Dinslaken;1
191140;Lohmar, Gym Donrather Dreieck;BR K��Rhein-Sieg-Kreis;Lohmar;1;
191188;Geilenkirchen, GE Anita-Lichtenstein;BR K��Kreis Heinsberg;Geilenkirchen;2;
191190;Schwerte, GE G䮳ewinkel;BR Arnsberg;Kreis Unna;Schwerte;2
191206;Dinslaken, GG Hhnerheide;BR Dsseldorf;Kreis Wesel;Dinslaken;1
191218;Selm, GG Overbergschule;BR Arnsberg;Kreis Unna;Selm;3
191231;Unna, GE Werner-von-Siemens;BR Arnsberg;Kreis Unna;Unna;2
191243;ܢach-Palenberg, GE Willy-Brandt;BR K��Kreis Heinsberg;ܢach-Palenberg;1;
191267;Bonn, GG Till-Eulenspiegel-Schule;BR K��Stadt Bonn;Bonn;2;
191310;Olfen, GE Wolfhelmschule Olfen-Datteln;BR Mnster;Kreis Coesfeld;Olfen;1
191322;Waltrop, GE Brockenscheidter Str.;BR Mnster;Kreis Recklinghausen;Waltrop;2
191334;Essen, GE Borbeck;BR Dsseldorf;Stadt Essen;Essen;2
191358;Senden, Gym Joseph-Haydn;BR Mnster;Kreis Coesfeld;Senden;1
191383;Herzogenrath, GE Europaschule;BR K��St䤴eregion Aachen;Herzogenrath;2;
191395;Duisburg, GE Theodor-K��;BR Dsseldorf;Stadt Duisburg;Duisburg;5
191401;Bonn, GE Elisabeth-Selbert-Gesamtschule;BR K��Stadt Bonn;Bonn;4;
191425;Recklinghausen, Gym Freiherr-vom-Stein;BR Mnster;Kreis Recklinghausen;Recklinghausen;2
191449;Hckeswagen, GG Wiehagen;BR K��Oberbergischen Kreis;Hckeswagen;2;
191474;Duisburg, GE Emschertal;BR Dsseldorf;Stadt Duisburg;Duisburg;4
191486;Neuss, GE an der Erft;BR Dsseldorf;Rhein-Kreis Neuss;Neuss;4
191504;Grevenbroich,GE K䴨e-Kollwitz-Gesamtsch;BR Dsseldorf;Rhein-Kreis Neuss;Grevenbroich;2
191553;Kamp-Lintfort, GE UNESCO-Schule;BR Dsseldorf;Kreis Wesel;Kamp-Lintfort;1
191589;Harsewinkel, Gym Dechant-Budde-Weg;BR Detmold;Kreis Gtersloh;Harsewinkel;1
191590;Bonn, GG Brser Berg;BR K��Stadt Bonn;Bonn;5;
191644;Willich, GE Robert-Schuman;BR Dsseldorf;Kreis Viersen;Willich;2
191668;Nettetal, GE Von-Waldois-Str.;BR Dsseldorf;Kreis Viersen;Nettetal;2
191693;Nmbrecht, Gym Homburgisches Gymnasium;BR K��Oberbergischen Kreis;Nmbrecht;1;
191711;Odenthal, Gym Bergisch Gladbacher Straߥ;BR K��Rheinisch-Bergischen Kreis;Odenthal;1;
191723;Herdecke, GG Werner Richard;BR Arnsberg;Ennepe-Ruhr-Kreis;Herdecke;2
191735;Erkrath, GG (Verb.) Regenbogenschule;BR Dsseldorf;Kreis Mettmann;Erkrath;2
191802;Augustdorf, GG auf der Insel;BR Detmold;Kreis Lippe;Augustdorf;2
191826;Kreuztal, GE Clara-Schumann-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;3
191851;Merzenich, GE Schulstraߥ;BR K��Kreis Dren;Merzenich;1;
191863;Dsseldorf, GE Joseph-Beuys;BR Dsseldorf;Stadt Dsseldorf;Dsseldorf;3
191875;Recklinghausen, GE Suderwich;BR Mnster;Kreis Recklinghausen;Recklinghausen;2
191905;Dormagen, GG (Verb.) Friedensschule;BR Dsseldorf;Rhein-Kreis Neuss;Dormagen;1
191917;Heiligenhaus, GE Hlsbecker Straߥ;BR Dsseldorf;Kreis Mettmann;Heiligenhaus;3
191929;Weilerswist, GE Martin-Luther-Str.;BR K��Kreis Euskirchen;Weilerswist;1;
191930;Reichshof, GE Reichshof;BR K��Oberbergischen Kreis;Reichshof;2;
191942;Kerpen, GE Willy-Brandt;BR K��Rhein-Erft-Kreis;Kerpen;2;
191980;Gelsenkirchen, RS Mulvany-Realschule;BR Mnster;Stadt Gelsenkirchen;Gelsenkirchen;5
192030;Goch, GG Arnold-Janssen;BR Dsseldorf;Kreis Kleve;Goch;5
192041;Moers, GG Regenbogenschule Meerfeld;BR Dsseldorf;Kreis Wesel;Moers;3
192053;Straelen, Gym Fontanestraߥ;BR Dsseldorf;Kreis Kleve;Straelen;1
192089;Mnster, GG am Kinderbach;BR Mnster;Stadt Mnster;Mnster;3
192090;Kreuzau, Gym Am Wassergarten;BR K��Kreis Dren;Kreuzau;1;
192119;Bergheim, GE Herbergerstr.;BR K��Rhein-Erft-Kreis;Bergheim;3;
192132;Paderborn, GE Friedrich-Spee;BR Detmold;Kreis Paderborn;Paderborn;3
192144;Nordkirchen, GE Johann-Conrad-Schlaun;BR Mnster;Kreis Coesfeld;Nordkirchen;1
192156;Borken, RS Maria-Sibylla-Merian;BR Mnster;Kreis Borken;Borken;2
192168;Holzwickede, Gym Clara-Schumann;BR Arnsberg;Kreis Unna;Holzwickede;1
192170;Lbbecke, GG Regenbogen;BR Detmold;Kreis Minden-Lbbecke;Lbbecke;3
192193;Duisburg, GE Lise-Meitner;BR Dsseldorf;Stadt Duisburg;Duisburg;3
192211;Duisburg, GE Aletta-Haniel-Gesamtschule;BR Dsseldorf;Stadt Duisburg;Duisburg;5
192223;Herten, RS Willy-Brandt-Schule;BR Mnster;Kreis Recklinghausen;Herten;4
192272;T��vorst, GG St. T�� Hlser Straߥ;BR Dsseldorf;Kreis Viersen;T��vorst;2
192296;Dortmund, GG Kleine Kielstraߥ;BR Arnsberg;Stadt Dortmund;Dortmund;7
192302;Velbert, GG Mitte;BR Dsseldorf;Kreis Mettmann;Velbert;4
192326;Telgte, Gym Maria-Sibylla-Merian;BR Mnster;Kreis Warendorf;Telgte;1
192340;Nottuln, KG Astrid-Lindgren-Schule;BR Mnster;Kreis Coesfeld;Nottuln;1
192399;Lbbecke, GG Astrid-Lindgren;BR Detmold;Kreis Minden-Lbbecke;Lbbecke;3
192405;Duisburg, GE Herbert-Grillo;BR Dsseldorf;Stadt Duisburg;Duisburg;7
192429;Soest, GG Astrid-Lindgren-Schule;BR Arnsberg;Kreis Soest;Soest;7
192491;Rahden, Gym Freiherr-vom-Stein-Str.;BR Detmold;Kreis Minden-Lbbecke;Rahden;1
192600;Horn-Bad Meinberg, Gym Sdholzweg;BR Detmold;Kreis Lippe;Horn-Bad Meinberg;1
192624;Lemgo, GE Karla-Raveh;BR Detmold;Kreis Lippe;Lemgo;1
192650;Harsewinkel, GG L��zahnschule;BR Detmold;Kreis Gtersloh;Harsewinkel;3
192661;Enger, RS Ringstr.;BR Detmold;Kreis Herford;Enger;1
192673;Iserlohn, GG Auf der Emst;BR Arnsberg;M䲫ischen Kreis;Iserlohn;3
192685;Porta Westfalica, GE Bruchstr.;BR Detmold;Kreis Minden-Lbbecke;Porta Westfalica;3
192715;Gtersloh, GG Heidewald;BR Detmold;Kreis Gtersloh;Gtersloh;3
192739;Borgholzhausen, GE Peter-A.-B��tiegel;BR Detmold;Kreis Gtersloh;Borgholzhausen;2
192740;Paderborn, GG Kaukenberg;BR Detmold;Kreis Paderborn;Paderborn;5
192752;Stadtlohn, Gym Geschwister-Scholl;BR Mnster;Kreis Borken;Stadtlohn;1
192776;Soest, GE Hannah-Arendt;BR Arnsberg;Kreis Soest;Soest;2
192806;Wuppertal, GE Barmen;BR Dsseldorf;Stadt Wuppertal;Wuppertal;2
192818;Radevormwald, GG Stadt;BR K��Oberbergischen Kreis;Radevormwald;3;
192820;Dortmund, GE Martin-Luther-King;BR Arnsberg;Stadt Dortmund;Dortmund;4
192831;Augustdorf, RS Akazienstr.;BR Detmold;Kreis Lippe;Augustdorf;2
192867;Leichlingen, GG Bennert;BR K��Rheinisch-Bergischen Kreis;Leichlingen;1;
192879;Essen, GG am Wasserturm;BR Dsseldorf;Stadt Essen;Essen;6
192880;Kerpen, GG Rathausschule;BR K��Rhein-Erft-Kreis;Kerpen;3;
192892;Essen, GG Emscherschule;BR Dsseldorf;Stadt Essen;Essen;4
193010;Recklinghausen, RS Bernard Overberg;BR Mnster;Kreis Recklinghausen;Recklinghausen;2
193033;Moers, GE Hermann-Runge;BR Dsseldorf;Kreis Wesel;Moers;1
193070;Ostbevern, KG Franz-von-Assisi;BR Mnster;Kreis Warendorf;Ostbevern;2
193082;Krefeld, GG Regenbogen;BR Dsseldorf;Stadt Krefeld;Krefeld;6
193112;Menden, GG (Verb.)Platte Heide/Malvenweg;BR Arnsberg;M䲫ischen Kreis;Menden;4
193136;Bielefeld, GG Am Waldschl��hen;BR Detmold;Stadt Bielefeld;Bielefeld;2
193148;Dlmen, GG Dernekamp;BR Mnster;Kreis Coesfeld;Dlmen;1
193150;Gummersbach, RS Steinberg;BR K��Oberbergischen Kreis;Gummersbach;2;
193161;Ldenscheid, GG Erwin-Welke-Schule;BR Arnsberg;M䲫ischen Kreis;Ldenscheid;3
193173;Herzogenrath, GG Dietrich-Bonhoeffer;BR K��St䤴eregion Aachen;Herzogenrath;4;
193197;Steinhagen, GG Laukshof;BR Detmold;Kreis Gtersloh;Steinhagen;2
193227;Brhl, GE Otto-Wels-Str.;BR K��Rhein-Erft-Kreis;Brhl;2;
193240;Hennef, GE Hennef-Meiersheide;BR K��Rhein-Sieg-Kreis;Hennef;2;
193252;Duisburg, GE Globus am Dellplatz;BR Dsseldorf;Stadt Duisburg;Duisburg;6
193306;T��vorst, GG Corneliusstr.;BR Dsseldorf;Kreis Viersen;T��vorst;2
193355;M��engladbach, GE Rheydt-Mlfort;BR Dsseldorf;Stadt M��engladbach;M��engladbach;2
193367;Bergisch Gladbach, GG Paffrath;BR K��Rheinisch-Bergischen Kreis;Bergisch Gladbach;3;
193379;Oberhausen, GE Weierheide;BR Dsseldorf;Stadt Oberhausen;Oberhausen;1
193409;Altenberge, KG Borndal;BR Mnster;Kreis Steinfurt;Altenberge;2
193410;Kleve, RS Karl Kisters;BR Dsseldorf;Kreis Kleve;Kleve;3
193422;SchloߠHolte-Stukenbrock, GG Pollhans;BR Detmold;Kreis Gtersloh;Schloss Holte-Stukenbr.;2
193458;Aachen, GE Maria-Montessori;BR K��St䤴eregion Aachen;Aachen;3;
193483;Werl, KG Norbertschule;BR Arnsberg;Kreis Soest;Werl;4
193495;Bielefeld, GE Rosenh��BR Detmold;Stadt Bielefeld;Bielefeld;3;
193501;Essen, GE Holsterhausen;BR Dsseldorf;Stadt Essen;Essen;2
193513;Lindlar, Gym Voߢrucher Str.;BR K��Oberbergischen Kreis;Lindlar;1;
193525;Kerpen, GG Trnich;BR K��Rhein-Erft-Kreis;Kerpen;2;
193537;Paderborn, RS Lise-Meitner;BR Detmold;Kreis Paderborn;Paderborn;1
193549;Windeck, GG Bodenberg-Schule;BR K��Rhein-Sieg-Kreis;Windeck;1;
193550;Willich, Gym Lise-Meitner;BR Dsseldorf;Kreis Viersen;Willich;1
193574;Meinerzhagen, GG Am Kohlberg;BR Arnsberg;M䲫ischen Kreis;Meinerzhagen;3
193586;Goch, GE Mittelkreis;BR Dsseldorf;Kreis Kleve;Goch;1
193598;Burbach, GG (Verb.) Hickengrund;BR Arnsberg;Kreis Siegen-Wittgenstein;Burbach;2
193630;Gtersloh, GE Janusz-Korczak;BR Detmold;Kreis Gtersloh;Gtersloh;2
193641;Dortmund, GE Europaschule;BR Arnsberg;Stadt Dortmund;Dortmund;2
193665;Dlmen, Gym Annette-von-Droste-Hlshoff;BR Mnster;Kreis Coesfeld;Dlmen;1
193689;Steinfurt, GG Heinrich-Neuy;BR Mnster;Kreis Steinfurt;Steinfurt;2
193719;Duisburg, RS Fahrn;BR Dsseldorf;Stadt Duisburg;Duisburg;2
193720;SchloߠHolte-Stukenbrock,GG Verb.Graut/E;BR Detmold;Kreis Gtersloh;Schloss Holte-Stukenbr.;1
193744;Hnxe, GE In den Elsen;BR Dsseldorf;Kreis Wesel;Hnxe;1
193770;Dsseldorf, RS Georg-Schulhoff;BR Dsseldorf;Stadt Dsseldorf;Dsseldorf;2
193781;Euskirchen, GG Weststadt;BR K��Kreis Euskirchen;Euskirchen;4;
193793;Delbrck, KG St. Marien-Schule;BR Detmold;Kreis Paderborn;Delbrck;3
193811;Bonn, GE Bertolt-Brecht-Gesamtschule;BR K��Stadt Bonn;Bonn;4;
193835;Mechernich, GG Mechernich-Satzvey;BR K��Kreis Euskirchen;Mechernich;1;
193847;Mnster, GG Mosaik-Schule;BR Mnster;Stadt Mnster;Mnster;2
193872;Bad Oeynhausen, GE Europaschule;BR Detmold;Kreis Minden-Lbbecke;Bad Oeynhausen;3
193914;Jchen, Gym Jchen;BR Dsseldorf;Rhein-Kreis Neuss;Jchen;1
193938;Dortmund, RS Albert-Einstein;BR Arnsberg;Stadt Dortmund;Dortmund;3
193951;Geldern, RS An der Fleuth;BR Dsseldorf;Kreis Kleve;Geldern;2
193963;Kalkar, RS Kalkar;BR Dsseldorf;Kreis Kleve;Kalkar;2
193975;Aachen, GG Brander Feld;BR K��St䤴eregion Aachen;Aachen;2;
193987;Troisdorf, GG Sternenschule;BR K��Rhein-Sieg-Kreis;Troisdorf;2;
194025;Delbrck, Gym Marktstr.;BR Detmold;Kreis Paderborn;Delbrck;1
194049;Lage, GG Hardissen;BR Detmold;Kreis Lippe;Lage;2
194050;Bad Mnstereifel, RS Trierer Str.;BR K��Kreis Euskirchen;Bad Mnstereifel;1;
194062;Bren, GG Lindenhof;BR Detmold;Kreis Paderborn;Bren;1
194086;Willich, GG Plutoweg;BR Dsseldorf;Kreis Viersen;Willich;2
194098;Hennef, GG Siegtal;BR K��Rhein-Sieg-Kreis;Hennef;1;
194130;B��, Gym Marie-Curie;BR Arnsberg;Kreis Unna;B��;1
194141;Witten, RS Helene-Lohmann-Realschule;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;2
194153;Alsdorf, RS Marienschule;BR K��St䤴eregion Aachen;Alsdorf;2;
194177;Hamm, RS Konrad-Adenauer-Realschule;BR Arnsberg;Stadt Hamm;Hamm;1
194189;Sassenberg, KG St.-Nikolaus;BR Mnster;Kreis Warendorf;Sassenberg;1
194219;Steinhagen, Gym Am Cronsbach;BR Detmold;Kreis Gtersloh;Steinhagen;2
194232;Bornheim, Gym Alexander-von-Humboldt;BR K��Rhein-Sieg-Kreis;Bornheim;2;
194244;Bocholt, GG Annette-von-Droste-Hlshoff;BR Mnster;Kreis Borken;Bocholt;3
194256;SchloߠHolte-Stukenbrock, Gym Holter Str;BR Detmold;Kreis Gtersloh;Schloss Holte-Stukenbr.;1
194268;Mnster, GH Coerde;BR Mnster;Stadt Mnster;Mnster;7
194293;Neuss, RS Holzheim;BR Dsseldorf;Rhein-Kreis Neuss;Neuss;2
194311;Borchen, KG Am Sonnenberg;BR Detmold;Kreis Paderborn;Borchen;1
194438;Weeze, KG Marienwasser;BR Dsseldorf;Kreis Kleve;Weeze;3
194451;Bottrop, RS August-Everding;BR Mnster;Stadt Bottrop;Bottrop;2
194487;Kamen, GE Gutenbergstraߥ;BR Arnsberg;Kreis Unna;Kamen;2
194530;Hagen, RS Halden;BR Arnsberg;Stadt Hagen;Hagen;3
194566;Kamen, GH Am Koppelteich;BR Arnsberg;Kreis Unna;Kamen;4
194578;Kamen, RS Fridtjof-Nansen;BR Arnsberg;Kreis Unna;Kamen;2
194657;Olpe, KG Auf dem Gallenberg;BR Arnsberg;Kreis Olpe;Olpe;2
194670;Arnsberg, Gym Franz-Stock;BR Arnsberg;Hochsauerlandkreis;Arnsberg;2
194682;Zlpich, RS Karl-von-Lutzenberger;BR K��Kreis Euskirchen;Zlpich;1;
194694;Warstein, GG Westerberg;BR Arnsberg;Kreis Soest;Warstein;3
194839;Hilchenbach, RS Carl-Kraemer;BR Arnsberg;Kreis Siegen-Wittgenstein;Hilchenbach;3
194864;M��engladbach, GE Hans-Jonas Neuwerk;BR Dsseldorf;Stadt M��engladbach;M��engladbach;3
194876;Lindlar, GG West;BR K��Oberbergischen Kreis;Lindlar;1;
194888;Neukirchen-Vluyn,GG Fried.-Hundertwasser;BR Dsseldorf;Kreis Wesel;Neukirchen-Vluyn;2
194906;Essen, RS Essen-ܢerruhr;BR Dsseldorf;Stadt Essen;Essen;3
194918;Krefeld, GG (Verb.) Kr䨥nfeld;BR Dsseldorf;Stadt Krefeld;Krefeld;4
194967;Dormagen, GG Friedrich-von-Saarwerden;BR Dsseldorf;Rhein-Kreis Neuss;Dormagen;2
195029;Neunkirchen-Seel., GG Wolperath-Sch��;BR K��Rhein-Sieg-Kreis;Neunkirchen-Seelscheid;1;
195078;Monheim, GG am Lerchenweg;BR Dsseldorf;Kreis Mettmann;Monheim;3
195200;T��vorst, GG Vorst;BR Dsseldorf;Kreis Viersen;T��vorst;1
195236;Essen, GG Regenbogenschule;BR Dsseldorf;Stadt Essen;Essen;4
195250;K�� GG Olympia-Schule;BR K��Stadt K��K��2,;;;
195261;Ennigerloh, GG (Verb.) Mosaikschule;BR Mnster;Kreis Warendorf;Ennigerloh;2
195340;Neuss, GG Kyburg;BR Dsseldorf;Rhein-Kreis Neuss;Neuss;4
195467;Essen, GG Sternschule;BR Dsseldorf;Stadt Essen;Essen;4
195546;Gelsenkirchen, GG Sternschule;BR Mnster;Stadt Gelsenkirchen;Gelsenkirchen;6
195558;Gelsenkirchen, GG Georgstraߥ;BR Mnster;Stadt Gelsenkirchen;Gelsenkirchen;7
195560;Espelkamp, GG (Verb.) Espelkamp;BR Detmold;Kreis Minden-Lbbecke;Espelkamp;2
195650;Morsbach, GG (Verb.) Amitola;BR K��Oberbergischen Kreis;Morsbach;1;
195686;Rietberg, GG Emsschule;BR Detmold;Kreis Gtersloh;Rietberg;2
195704;Hemer, GE Europaschule am Friedenspark;BR Arnsberg;M䲫ischen Kreis;Hemer;2
195728;Bonn, GE Marie-Kahle-Gesamtschule;BR K��Stadt Bonn;Bonn;3;
195832;Marl, Gym Alb. Schweitzer/Geschw. Scholl;BR Mnster;Kreis Recklinghausen;Marl;1
195911;Bad Salzuflen, GE Schulzentrum Aspe;BR Detmold;Kreis Lippe;Bad Salzuflen;3
195947;Bochum, Gym Neues Gymnasium;BR Arnsberg;Stadt Bochum;Bochum;2
195959;K�� GE Carl-von-Ossietzky;BR K��Stadt K��K��3,;;;
195960;Lippstadt, GE Ulmenstraߥ;BR Arnsberg;Kreis Soest;Lippstadt;1
196034;Steinheim, GG Hospitalstraߥ;BR Detmold;Kreis H��r;Steinheim;3
196174;Neuss, GE Nordstadt;BR Dsseldorf;Rhein-Kreis Neuss;Neuss;4
196186;M��engladbach, GE Theo-Hespers;BR Dsseldorf;Stadt M��engladbach;M��engladbach;2
196228;Hckelhoven, GE Leonardo da Vinci;BR K��Kreis Heinsberg;Hckelhoven;2;
196241;Viersen, GG Rahser;BR Dsseldorf;Kreis Viersen;Viersen;3
196265;Billerbeck, GM Geschwister-Eichenwald;BR Mnster;Kreis Coesfeld;Billerbeck;2
196289;Bonn, GE BONNS F܎FTE;BR K��Stadt Bonn;Bonn;2;
196290;Aachen, GE Sandkaulstraߥ;BR K��St䤴eregion Aachen;Aachen;2;
196423;Sankt Augustin, GE Fritz-Bauer;BR K��Rhein-Sieg-Kreis;Sankt Augustin;2;
196435;Bochum, GG Wilbergschule;BR Arnsberg;Stadt Bochum;Bochum;5
196447;Bochum, GG Gertrudisschule;BR Arnsberg;Stadt Bochum;Bochum;6
196484;Salzkotten, GE Upsprunger Straߥ;BR Detmold;Kreis Paderborn;Salzkotten;2
196540;Herne, GG am Jrgens Hof;BR Arnsberg;Stadt Herne;Herne;5
196551;Essen, GG Haarzopf;BR Dsseldorf;Stadt Essen;Essen;2
196563;Essen, GG ܢerruhr;BR Dsseldorf;Stadt Essen;Essen;4
196642;Grefrath, GG (Verb.) Burgweg;BR Dsseldorf;Kreis Viersen;Grefrath;1
196654;Greven, GE Teichstraߥ;BR Mnster;Kreis Steinfurt;Greven;2
196666;Ibbenbren, GE Erna-de-Vries;BR Mnster;Kreis Steinfurt;Ibbenbren;2
196680;Wesel, GG Innenstadt;BR Dsseldorf;Kreis Wesel;Wesel;5
196691;Wesel, GG Feldmark;BR Dsseldorf;Kreis Wesel;Wesel;4
196708;Eitorf, SK Schule an der Sieg;BR K��Rhein-Sieg-Kreis;Eitorf;3;
196710;Troisdorf, GE Gertrud-Koch;BR K��Rhein-Sieg-Kreis;Troisdorf;3;
196721;Stolberg, GE Sperberweg;BR K��St䤴eregion Aachen;Stolberg;3;
196745;Gangelt, GE Gangelt/Selfkant;BR K��Kreis Heinsberg;Gangelt;2;
196757;Kleve, GE am Forstgarten;BR Dsseldorf;Kreis Kleve;Kleve;3
196770;Straelen, SK Fontanestraߥ;BR Dsseldorf;Kreis Kleve;Straelen;2
196782;Monheim, SK Rosa-Parks-Schule;BR Dsseldorf;Kreis Mettmann;Monheim;4
196794;Willich, GE Leonardo-da-Vinci;BR Dsseldorf;Kreis Viersen;Willich;2
196800;Kamp-Lintfort, SK Europaschule;BR Dsseldorf;Kreis Wesel;Kamp-Lintfort;4
196812;Lbbecke, SK Stadtschule;BR Detmold;Kreis Minden-Lbbecke;Lbbecke;3
196824;Harsewinkel, GE Tecklenburger Weg;BR Detmold;Kreis Gtersloh;Harsewinkel;2
196836;Alpen, SK Frst-Bentheim-Straߥ;BR Dsseldorf;Kreis Wesel;Alpen;2
196848;Vlotho, SK Weser-Sekundarschule;BR Detmold;Kreis Herford;Vlotho;3
196850;Extertal, SK Nordlippe;BR Detmold;Kreis Lippe;Extertal;2
196861;Paderborn, GE Heinz-Nixdorf-Gesamtschule;BR Detmold;Kreis Paderborn;Paderborn;3
196873;Borchen, SK Schule an der Altenau;BR Detmold;Kreis Paderborn;Borchen;2
196885;Herzebrock-Clarholz, GE Von-Zumbusch;BR Detmold;Kreis Gtersloh;Herzebrock-Clarholz;2
196897;Dinslaken, SK Friedrich-Althoff-Schule;BR Dsseldorf;Kreis Wesel;Dinslaken;3
196915;Ennigerloh, GE Ennigerloh-Beckum;BR Mnster;Kreis Warendorf;Ennigerloh;3
196927;Oerlinghausen, SK Heinz-Sielmann-Schule;BR Detmold;Kreis Lippe;Oerlinghausen;2
196940;Mnster, GE Jdefelderstraߥ;BR Mnster;Stadt Mnster;Mnster;2
196976;Anr��e, SK Anr��e/Erwitte;BR Arnsberg;Kreis Soest;Anr��e;2
196988;Attendorn, SK Hanseschule;BR Arnsberg;Kreis Olpe;Attendorn;3
197014;Netphen, SK Ruth-Faber;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;3
197026;Wetter, SK Schule am See;BR Arnsberg;Ennepe-Ruhr-Kreis;Wetter;3
197038;Werl, SK Kucklermhlenweg;BR Arnsberg;Kreis Soest;Werl;3
197051;Wickede, SK Wickede (Ruhr);BR Arnsberg;Kreis Soest;Wickede;2
197063;Nachrodt-Wiblingwerde, SK Altena;BR Arnsberg;M䲫ischen Kreis;Nachrodt-Wiblingwerde;3
197105;Bochum, SK Nelson-Mandela-Schule;BR Arnsberg;Stadt Bochum;Bochum;5
197117;Bochum, SK Rupert-Neudeck-Schule;BR Arnsberg;Stadt Bochum;Bochum;3
197129;Olsberg, SK Olsberg-Bestwig;BR Arnsberg;Hochsauerlandkreis;Olsberg;2
197130;Werne, SK Marga-Spiegel-Sekundarschule;BR Arnsberg;Kreis Unna;Werne;2
197142;Finnentrop, GE Bigge-Lenne;BR Arnsberg;Kreis Olpe;Finnentrop;4
197154;Warendorf, GE Von-Ketteler-Straߥ;BR Mnster;Kreis Warendorf;Warendorf;2
197166;Mnster, SK Friedensreich-Hundertwasser;BR Mnster;Stadt Mnster;Mnster;5
197178;Drensteinfurt, SK Sendenhorster Straߥ;BR Mnster;Kreis Warendorf;Drensteinfurt;2
197180;Sassenberg, SK Im Herxfeld;BR Mnster;Kreis Warendorf;Sassenberg;3
197208;Herten, SK Martin-Luther-Schule;BR Mnster;Kreis Recklinghausen;Herten;2
197210;Gelsenkirchen, SK Hassel;BR Mnster;Stadt Gelsenkirchen;Gelsenkirchen;3
197221;Windeck, GE Hurster Straߥ;BR K��Rhein-Sieg-Kreis;Windeck;2;
197233;Overath, SK Leonardo-da-Vinci-Schule;BR K��Rheinisch-Bergischen Kreis;Overath;2;
197245;Kreuzau, SK Schulstraߥ;BR K��Kreis Dren;Kreuzau;2;
197257;Jlich, SK Linnicher Str.;BR K��Kreis Dren;Jlich;3;
197282;Nmbrecht, SK Mateh-Yehuda-Straߥ;BR K��Oberbergischen Kreis;Nmbrecht;4;
197300;Engelskirchen, SK Walbach;BR K��Oberbergischen Kreis;Engelskirchen;3;
197312;Menden, GE Windthorststraߥ;BR Arnsberg;M䲫ischen Kreis;Menden;3
197348;Herzogenrath, GE Maria-Sibylla-Merian;BR K��St䤴eregion Aachen;Herzogenrath;2;
197350;Much, GE Schulstraߥ;BR K��Rhein-Sieg-Kreis;Much;2;
197373;Gladbeck, GG Wittringer Schule;BR Mnster;Kreis Recklinghausen;Gladbeck;4
